"Step","23 - dims_best_member","23 - dims_best_member__MIN","23 - dims_best_member__MAX"
"1109","16.5","16","17"
"1110","16.5","16","17"
"1111","16.5","16","17"
"1112","16.5","16","17"
"1113","16.5","16","17"
"1114","16.5","16","17"
"1115","16.5","16","17"
"1116","16.5","16","17"
"1117","16.5","16","17"
"1118","16.5","16","17"
"1119","16.5","16","17"
"1120","16.5","16","17"
"1121","16.5","16","17"
"1122","16.5","16","17"
"1123","16.5","16","17"
"1124","16.5","16","17"
"1125","16.5","16","17"
"1126","16.5","16","17"
"1127","16.5","16","17"
"1128","16.5","16","17"
"1129","16.5","16","17"
"1130","16.5","16","17"
"1131","16.5","16","17"
"1132","16.5","16","17"
"1133","16.5","16","17"
"1134","16.5","16","17"
"1135","16.5","16","17"
"1136","16.5","16","17"
"1137","16.5","16","17"
"1138","16.5","16","17"
"1139","16.5","16","17"
"1140","16.5","16","17"
"1141","16.5","16","17"
"1142","16.5","16","17"
"1143","16.5","16","17"
"1144","16.5","16","17"
"1145","16.5","16","17"
"1146","16.5","16","17"
"1147","16.5","16","17"
"1148","16.5","16","17"
"1149","16.5","16","17"
"1150","16.5","16","17"
"1151","16.5","16","17"
"1152","16.5","16","17"
"1153","16.5","16","17"
"1154","16.5","16","17"
"1155","16.5","16","17"
"1156","16.5","16","17"
"1157","16.5","16","17"
"1158","16.5","16","17"
"1159","16.5","16","17"
"1160","16.5","16","17"
"1161","16.5","16","17"
"1162","16.5","16","17"
"1163","16.5","16","17"
"1164","16.5","16","17"
"1165","16.5","16","17"
"1166","16.5","16","17"
"1167","16.5","16","17"
"1168","16.5","16","17"
"1169","16.5","16","17"
"1170","16.5","16","17"
"1171","16.5","16","17"
"1172","16.5","16","17"
"1173","16.5","16","17"
"1174","16.5","16","17"
"1175","16.5","16","17"
"1176","16.5","16","17"
"1177","16.5","16","17"
"1178","16.5","16","17"
"1179","16.5","16","17"
"1180","16.5","16","17"
"1181","16.5","16","17"
"1182","16.5","16","17"
"1183","16.5","16","17"
"1184","16.5","16","17"
"1185","16.5","16","17"
"1186","16.5","16","17"
"1187","16.5","16","17"
"1188","16.5","16","17"
"1189","16.5","16","17"
"1190","16.5","16","17"
"1191","16.5","16","17"
"1192","16.5","16","17"
"1193","16.5","16","17"
"1194","16.5","16","17"
"1195","16.5","16","17"
"1196","16.5","16","17"
"1197","16.5","16","17"
"1198","16.5","16","17"
"1199","16.5","16","17"
"1200","16.5","16","17"
"1201","16.5","16","17"
"1202","16.5","16","17"
"1203","16.5","16","17"
"1204","16.5","16","17"
"1205","16.5","16","17"
"1206","16.5","16","17"
"1207","16.5","16","17"
"1208","16.5","16","17"
"1209","16.5","16","17"
"1210","16.5","16","17"
"1211","16.5","16","17"
"1212","16.5","16","17"
"1213","16.5","16","17"
"1214","16.5","16","17"
"1215","16.5","16","17"
"1216","16.5","16","17"
"1217","16.5","16","17"
"1218","16.5","16","17"
"1219","16.5","16","17"
"1220","16.5","16","17"
"1221","16.5","16","17"
"1222","16.5","16","17"
"1223","16.5","16","17"
"1224","16.5","16","17"
"1225","16.5","16","17"
"1226","16.5","16","17"
"1227","16.5","16","17"
"1228","16.5","16","17"
"1229","16.5","16","17"
"1230","16.5","16","17"
"1231","16.5","16","17"
"1232","17","16","18"
"1233","17","16","18"
"1234","17","16","18"
"1235","17","16","18"
"1236","17","16","18"
"1237","17","16","18"
"1238","17","16","18"
"1239","17","16","18"
"1240","17","16","18"
"1241","17","16","18"
"1242","17","16","18"
"1243","17","16","18"
"1244","17","16","18"
"1245","17","16","18"
"1246","17","16","18"
"1247","17","16","18"
"1248","17","16","18"
"1249","17","16","18"
"1250","17","16","18"
"1251","17","16","18"
"1252","17","16","18"
"1253","17","16","18"
"1254","17","16","18"
"1255","17","16","18"
"1256","17","16","18"
"1257","17","16","18"
"1258","17","16","18"
"1259","17","16","18"
"1260","17","16","18"
"1261","17","16","18"
"1262","17","16","18"
"1263","17","16","18"
"1264","17","16","18"
"1265","17","16","18"
"1266","17","16","18"
"1267","17","16","18"
"1268","17","16","18"
"1269","16","16","16"
"1270","16","16","16"
"1271","16","16","16"
"1272","16","16","16"
"1273","16","16","16"
"1274","16","16","16"
"1275","16","16","16"
"1276","16","16","16"
"1277","16","16","16"
"1278","16","16","16"
"1279","16","16","16"
"1280","16","16","16"
"1281","16","16","16"
"1282","16","16","16"
"1283","16","16","16"
"1284","16","16","16"
"1285","16","16","16"
"1286","16","16","16"
"1287","16","16","16"
"1288","16","16","16"
"1289","16","16","16"
"1290","16","16","16"
"1291","16","16","16"
"1292","16","16","16"
"1293","16","16","16"
"1294","16","16","16"
"1295","16","16","16"
"1296","16","16","16"
"1297","16","16","16"
"1298","16","16","16"
"1299","16","16","16"
"1300","16","16","16"
"1301","16","16","16"
"1302","16","16","16"
"1303","16","16","16"
"1304","16","16","16"
"1305","16","16","16"
"1306","16","16","16"
"1307","16","16","16"
"1308","16","16","16"
"1309","16","16","16"
"1310","16","16","16"
"1311","16","16","16"
"1312","16","16","16"
"1313","16","16","16"
"1314","16","16","16"
"1315","16","16","16"
"1316","16","16","16"
"1317","16","16","16"
"1318","16","16","16"
"1319","16","16","16"
"1320","16","16","16"
"1321","16","16","16"
"1322","16","16","16"
"1323","16","16","16"
"1324","16","16","16"
"1325","16","16","16"
"1326","16","16","16"
"1327","16","16","16"
"1328","16","16","16"
"1329","16","16","16"
"1330","16","16","16"
"1331","16","16","16"
"1332","16","16","16"
"1333","16","16","16"
"1334","16","16","16"
"1335","16","16","16"
"1336","16","16","16"
"1337","16","16","16"
"1338","16","16","16"
"1339","16","16","16"
"1340","16","16","16"
"1341","16","16","16"
"1342","16","16","16"
"1343","16","16","16"
"1344","16","16","16"
"1345","16","16","16"
"1346","16","16","16"
"1347","16","16","16"
"1348","19","19","19"
"1349","19","19","19"
"1350","19","19","19"
"1351","19","19","19"
"1352","19","19","19"
"1353","19","19","19"
"1354","19","19","19"
"1355","19","19","19"
"1356","19","19","19"
"1357","19","19","19"
"1358","19","19","19"
"1359","19","19","19"
"1360","19","19","19"
"1361","19","19","19"
"1362","19","19","19"
"1363","19","19","19"
"1364","19","19","19"
"1365","19","19","19"
"1366","19","19","19"
"1367","19","19","19"
"1368","19","19","19"
"1369","19","19","19"
"1370","19","19","19"
"1371","19","19","19"
"1372","19","19","19"
"1373","19","19","19"
"1374","19","19","19"
"1375","19","19","19"
"1376","19","19","19"
"1377","19","19","19"
"1378","19","19","19"
"1379","19","19","19"
"1380","19","19","19"
"1381","19","19","19"
"1382","19","19","19"
"1383","19","19","19"
"1384","19","19","19"
"1385","19","19","19"
"1386","19","19","19"
"1387","19","19","19"
"1388","19","19","19"
"1389","19","19","19"
"1390","19","19","19"
"1391","19","19","19"
"1392","19","19","19"
"1393","19","19","19"
"1394","19","19","19"
"1395","19","19","19"
"1396","19","19","19"
"1397","19","19","19"
"1398","19","19","19"
"1399","19","19","19"
"1400","19","19","19"
"1401","19","19","19"
"1402","19","19","19"
"1403","19","19","19"
"1404","19","19","19"
"1405","19","19","19"
"1406","19","19","19"
"1407","19","19","19"
"1408","19","19","19"
"1409","19","19","19"
"1410","19","19","19"
"1411","19","19","19"
"1412","19","19","19"
"1413","19","19","19"
"1414","19","19","19"
"1415","19","19","19"
"1416","19","19","19"
"1417","19","19","19"
"1418","19","19","19"
"1419","19","19","19"
"1420","19","19","19"
"1421","19","19","19"
"1422","19","19","19"
"1423","19","19","19"
"1424","19","19","19"
"1425","19","19","19"
"1426","19","19","19"
"1427","19","19","19"
"1428","19","19","19"
"1429","19","19","19"
"1430","19","19","19"
"1431","19","19","19"
"1432","19","19","19"
"1433","19","19","19"
"1434","19","19","19"
"1435","19","19","19"
"1436","19","19","19"
"1437","19","19","19"
"1438","19","19","19"
"1439","19","19","19"
"1440","19","19","19"
"1441","19","19","19"
"1442","19","19","19"
"1443","19","19","19"
"1444","19","19","19"
"1445","19","19","19"
"1446","19","19","19"
"1447","19","19","19"
"1448","19","19","19"
"1449","19","19","19"
"1450","19","19","19"
"1451","19","19","19"
"1452","19","19","19"
"1453","19","19","19"
"1454","19","19","19"
"1455","19","19","19"
"1456","19","19","19"
"1457","19","19","19"
"1458","19","19","19"
"1459","19","19","19"
"1460","19","19","19"
"1461","19","19","19"
"1462","19","19","19"
"1463","19","19","19"
"1464","19","19","19"
"1465","19","19","19"
"1466","19","19","19"
"1467","19","19","19"
"1468","19","19","19"
"1469","19","19","19"
"1470","17","17","17"
"1471","17","17","17"
"1472","17","17","17"
"1473","17","17","17"
"1474","17","17","17"
"1475","17","17","17"
"1476","17","17","17"
"1477","17","17","17"
"1478","17","17","17"
"1479","17","17","17"
"1480","17","17","17"
"1481","17","17","17"
"1482","17","17","17"
"1483","17","17","17"
"1484","17","17","17"
"1485","17","17","17"
"1486","17","17","17"
"1487","17","17","17"
"1488","17","17","17"
"1489","17","17","17"
"1490","17","17","17"
"1491","17","17","17"
"1492","17","17","17"
"1493","17","17","17"
"1494","17","17","17"
"1495","17","17","17"
"1496","17","17","17"
"1497","17","17","17"
"1498","17","17","17"
"1499","17","17","17"
"1500","17","17","17"
"1501","17","17","17"
"1502","17","17","17"
"1503","17","17","17"
"1504","17","17","17"
"1505","17","17","17"
"1506","17","17","17"
"1507","17","17","17"
"1508","17","17","17"
"1509","17","17","17"
"1510","17","17","17"
"1511","17","17","17"
"1512","17","17","17"
"1513","17","17","17"
"1514","17","17","17"
"1515","17","17","17"
"1516","17","17","17"
"1517","17","17","17"
"1518","17","17","17"
"1519","17","17","17"
"1520","17","17","17"
"1521","17","17","17"
"1522","17","17","17"
"1523","17","17","17"
"1524","17","17","17"
"1525","17","17","17"
"1526","17","17","17"
"1527","17","17","17"
"1528","17","17","17"
"1529","17","17","17"
"1530","17","17","17"
"1531","17","17","17"
"1532","17","17","17"
"1533","17","17","17"
"1534","17","17","17"
"1535","17","17","17"
"1536","17","17","17"
"1537","17","17","17"
"1538","17","17","17"
"1539","17","17","17"
"1540","17","17","17"
"1541","17","17","17"
"1542","17","17","17"
"1543","17","17","17"
"1544","17","17","17"
"1545","17","17","17"
"1546","17","17","17"
"1547","17","17","17"
"1548","17","17","17"
"1549","17","17","17"
"1550","17","17","17"
"1551","17","17","17"
"1552","17","17","17"
"1553","17","17","17"
"1554","17","17","17"
"1555","17","17","17"
"1556","17","17","17"
"1557","17","17","17"
"1558","17","17","17"
"1559","17","17","17"
"1560","17","17","17"
"1561","17","17","17"
"1562","17","17","17"
"1563","17","17","17"
"1564","17","17","17"
"1565","17","17","17"
"1566","17","17","17"
"1567","17","17","17"
"1568","17","17","17"
"1569","17","17","17"
"1570","17","17","17"
"1571","17","17","17"
"1572","17","17","17"
"1573","17","17","17"
"1574","17","17","17"
"1575","17","17","17"
"1576","17","17","17"
"1577","17","17","17"
"1578","17","17","17"
"1579","17","17","17"
"1580","17","17","17"
"1581","17","17","17"
"1582","17","17","17"
"1583","17","17","17"
"1584","17","17","17"
"1585","17","17","17"
"1586","17","17","17"
"1587","17","17","17"
"1588","17","17","17"
"1589","17","17","17"
"1590","17","17","17"
"1591","17","17","17"
"1592","17","17","17"
"1593","17","17","17"
"1594","17","17","17"
"1595","17","17","17"
"1596","17","17","17"
"1597","17","17","17"
"1598","17","17","17"
"1599","17","17","17"
"1600","17","17","17"
"1601","17","17","17"
"1602","17","17","17"
"1603","17","17","17"
"1604","17","17","17"
"1605","17","17","17"
"1606","17","17","17"
"1607","17","17","17"
"1608","17","17","17"
"1609","17","17","17"
"1610","17","17","17"
"1611","17","17","17"
"1612","17","17","17"
"1613","17","17","17"
"1614","17","17","17"
"1615","17","17","17"
"1616","17","17","17"
"1617","17","17","17"
"1618","17","17","17"
"1619","17","17","17"
"1620","17","17","17"
"1621","17","17","17"
"1622","17","17","17"
"1623","17","17","17"
"1624","17","17","17"
"1625","17","17","17"
"1626","17","17","17"
"1627","17","17","17"
"1628","17","17","17"
"1629","17","17","17"
"1630","17","17","17"
"1631","17","17","17"
"1632","17","17","17"
"1633","17","17","17"
"1634","17","17","17"
"1635","17","17","17"
"1636","17","17","17"
"1637","17","17","17"
"1638","17","17","17"
"1639","17","17","17"
"1640","17","17","17"
"1641","17","17","17"
"1642","17","17","17"
"1643","17","17","17"
"1644","17","17","17"
"1645","17","17","17"
"1646","17","17","17"
"1647","17","17","17"
"1648","17","17","17"
"1649","17","17","17"
"1650","17","17","17"
"1651","17","17","17"
"1652","17","17","17"
"1653","17","17","17"
"1654","17","17","17"
"1655","17","17","17"
"1656","17","17","17"
"1657","17","17","17"
"1658","17","17","17"
"1659","17","17","17"
"1660","17","17","17"
"1661","17","17","17"
"1662","17","17","17"
"1663","17","17","17"
"1664","17","17","17"
"1665","17","17","17"
"1666","17","17","17"
"1667","17","17","17"
"1668","17","17","17"
"1669","17","17","17"
"1670","17","17","17"
"1671","17","17","17"
"1672","17","17","17"
"1673","17","17","17"
"1674","17","17","17"
"1675","17","17","17"
"1676","17","17","17"
"1677","17","17","17"
"1678","17","17","17"
"1679","17","17","17"
"1680","17","17","17"
"1681","17","17","17"
"1682","17","17","17"
"1683","17","17","17"
"1684","17","17","17"
"1685","17","17","17"
"1686","17","17","17"
"1687","17","17","17"
"1688","17","17","17"
"1689","17","17","17"
"1690","17","17","17"
"1691","17","17","17"
"1692","17","17","17"
"1693","17","17","17"
"1694","17","17","17"
"1695","17","17","17"
"1696","17","17","17"
"1697","17","17","17"
"1698","17","17","17"
"1699","17","17","17"
"1700","17","17","17"
"1701","17","17","17"
"1702","17","17","17"
"1703","17","17","17"
"1704","17","17","17"
"1705","17","17","17"
"1706","17","17","17"
"1707","17","17","17"
"1708","17","17","17"
"1709","17","17","17"
"1710","17","17","17"
"1711","17","17","17"
"1712","17","17","17"
"1713","17","17","17"
"1714","17","17","17"
"1715","17","17","17"
"1716","17","17","17"
"1717","17","17","17"
"1718","17","17","17"
"1719","17","17","17"
"1720","17","17","17"
"1721","17","17","17"
"1722","17","17","17"
"1723","17","17","17"
"1724","17","17","17"
"1725","17","17","17"
"1726","17","17","17"
"1727","17","17","17"
"1728","17","17","17"
"1729","17","17","17"
"1730","17","17","17"
"1731","17","17","17"
"1732","17","17","17"
"1733","17","17","17"
"1734","17","17","17"
"1735","17","17","17"
"1736","17","17","17"
"1737","17","17","17"
"1738","17","17","17"
"1739","17","17","17"
"1740","17","17","17"
"1741","17","17","17"
"1742","17","17","17"
"1743","17","17","17"
"1744","17","17","17"
"1745","17","17","17"
"1746","17","17","17"
"1747","17","17","17"
"1748","17","17","17"
"1749","17","17","17"
"1750","17","17","17"
"1751","17","17","17"
"1752","17","17","17"
"1753","17","17","17"
"1754","17","17","17"
"1755","17","17","17"
"1756","17","17","17"
"1757","17","17","17"
"1758","17","17","17"
"1759","17","17","17"
"1760","17","17","17"
"1761","17","17","17"
"1762","17","17","17"
"1763","17","17","17"
"1764","17","17","17"
"1765","17","17","17"
"1766","17","17","17"
"1767","17","17","17"
"1768","17","17","17"
"1769","17","17","17"
"1770","17","17","17"
"1771","17","17","17"
"1772","17","17","17"
"1773","17","17","17"
"1774","17","17","17"
"1775","17","17","17"
"1776","17","17","17"
"1777","17","17","17"
"1778","17","17","17"
"1779","17","17","17"
"1780","17","17","17"
"1781","17","17","17"
"1782","17","17","17"
"1783","17","17","17"
"1784","17","17","17"
"1785","17","17","17"
"1786","17","17","17"
"1787","17","17","17"
"1788","17","17","17"
"1789","17","17","17"
"1790","17","17","17"
"1791","17","17","17"
"1792","17","17","17"
"1793","17","17","17"
"1794","17","17","17"
"1795","17","17","17"
"1796","17","17","17"
"1797","17","17","17"
"1798","17","17","17"
"1799","17","17","17"
"1800","17","17","17"
"1801","17","17","17"
"1802","17","17","17"
"1803","17","17","17"
"1804","17","17","17"
"1805","17","17","17"
"1806","17","17","17"
"1807","17","17","17"
"1808","17","17","17"
"1809","17","17","17"
"1810","17","17","17"
"1811","17","17","17"
"1812","17","17","17"
"1813","17","17","17"
"1814","17","17","17"
"1815","17","17","17"
"1816","17","17","17"
"1817","17","17","17"
"1818","17","17","17"
"1819","17","17","17"
"1820","17","17","17"
"1821","17","17","17"
"1822","17","17","17"
"1823","17","17","17"
"1824","17","17","17"
"1825","17","17","17"
"1826","17","17","17"
"1827","17","17","17"
"1828","17","17","17"
"1829","17","17","17"
"1830","17","17","17"
"1831","17","17","17"
"1832","17","17","17"
"1833","17","17","17"
"1834","17","17","17"
"1835","17","17","17"
"1836","17","17","17"
"1837","17","17","17"
"1838","17","17","17"
"1839","17","17","17"
"1840","17","17","17"
"1841","17","17","17"
"1842","17","17","17"
"1843","17","17","17"
"1844","17","17","17"
"1845","17","17","17"
"1846","17","17","17"
"1847","17","17","17"
"1848","17","17","17"
"1849","17","17","17"
"1850","17","17","17"
"1851","17","17","17"
"1852","17","17","17"
"1853","17","17","17"
"1854","17","17","17"
"1855","17","17","17"
"1856","17","17","17"
"1857","17","17","17"
"1858","17","17","17"
"1859","17","17","17"
"1860","17","17","17"
"1861","17","17","17"
"1862","17","17","17"
"1863","17","17","17"
"1864","17","17","17"
"1865","17","17","17"
"1866","17","17","17"
"1867","17","17","17"
"1868","17","17","17"
"1869","17","17","17"
"1870","17","17","17"
"1871","17","17","17"
"1872","17","17","17"
"1873","17","17","17"
"1874","17","17","17"
"1875","17","17","17"
"1876","17","17","17"
"1877","17","17","17"
"1878","17","17","17"
"1879","17","17","17"
"1880","17","17","17"
"1881","17","17","17"
"1882","17","17","17"
"1883","17","17","17"
"1884","17","17","17"
"1885","17","17","17"
"1886","17","17","17"
"1887","17","17","17"
"1888","17","17","17"
"1889","17","17","17"
"1890","17","17","17"
"1891","17","17","17"
"1892","17","17","17"
"1893","17","17","17"
"1894","17","17","17"
"1895","17","17","17"
"1896","17","17","17"
"1897","17","17","17"
"1898","17","17","17"
"1899","17","17","17"
"1900","17","17","17"
"1901","17","17","17"
"1902","17","17","17"
"1903","17","17","17"
"1904","17","17","17"
"1905","17","17","17"
"1906","17","17","17"
"1907","17","17","17"
"1908","17","17","17"
"1909","17","17","17"
"1910","17","17","17"
"1911","17","17","17"
"1912","17","17","17"
"1913","17","17","17"
"1914","17","17","17"
"1915","17","17","17"
"1916","17","17","17"
"1917","17","17","17"
"1918","17","17","17"
"1919","17","17","17"
"1920","17","17","17"
"1921","17","17","17"
"1922","17","17","17"
"1923","17","17","17"
"1924","17","17","17"
"1925","17","17","17"
"1926","17","17","17"
"1927","17","17","17"
"1928","17","17","17"
"1929","17","17","17"
"1930","17","17","17"
"1931","17","17","17"
"1932","17","17","17"
"1933","17","17","17"
"1934","17","17","17"
"1935","17","17","17"
"1936","17","17","17"
"1937","17","17","17"
"1938","17","17","17"
"1939","17","17","17"
"1940","17","17","17"
"1941","17","17","17"
"1942","17","17","17"
"1943","17","17","17"
"1944","17","17","17"
"1945","17","17","17"
"1946","17","17","17"
"1947","17","17","17"
"1948","17","17","17"
"1949","17","17","17"
"1950","17","17","17"
"1951","17","17","17"
"1952","17","17","17"
"1953","17","17","17"
"1954","17","17","17"
"1955","17","17","17"
"1956","17","17","17"
"1957","17","17","17"
"1958","17","17","17"
"1959","17","17","17"
"1960","17","17","17"
"1961","17","17","17"
"1962","17","17","17"
"1963","17","17","17"
"1964","17","17","17"
"1965","17","17","17"
"1966","17","17","17"
"1967","17","17","17"
"1968","17","17","17"
"1969","17","17","17"
"1970","17","17","17"
"1971","17","17","17"
"1972","17","17","17"
"1973","17","17","17"
"1974","17","17","17"
"1975","17","17","17"
"1976","17","17","17"
"1977","17","17","17"
"1978","17","17","17"
"1979","17","17","17"
"1980","17","17","17"
"1981","17","17","17"
"1982","17","17","17"
"1983","17","17","17"
"1984","17","17","17"
"1985","17","17","17"
"1986","17","17","17"
"1987","17","17","17"
"1988","17","17","17"
"1989","17","17","17"
"1990","17","17","17"
