"Step","23 - average fitness","23 - average fitness__MIN","23 - average fitness__MAX"
"126","0.5495041298893975","0.5260705598338904","0.5771838520569484"
"127","0.5499557785767422","0.5261286142458269","0.5771838520569484"
"128","0.5523032009262545","0.5261491764029834","0.5771838520569484"
"129","0.5524516486235753","0.5262415672314148","0.5771838520569484"
"130","0.552351414918925","0.526377108309636","0.5771838520569484"
"131","0.5520043221445203","0.5264660137756584","0.5771838520569484"
"132","0.5512702986379879","0.5264212194779397","0.5771838520569484"
"133","0.5539203299698661","0.5264730713400414","0.5771838520569484"
"134","0.5531356434406496","0.5265241244936676","0.5771838520569484"
"135","0.5499538327617264","0.5265058309151915","0.5771838520569484"
"136","0.5430264666959949","0.5264194217911745","0.5771838520569484"
"137","0.5472928393718226","0.5264951118631321","0.5771838520569484"
"138","0.5530730171927051","0.526510733885823","0.5771838520569484"
"139","0.5527701951831808","0.5261104008378703","0.5771838520569484"
"140","0.5490306532172584","0.5261043433384649","0.5771838520569484"
"141","0.5491731856532158","0.526122862818458","0.5772318300237083"
"142","0.5496038316604319","0.5261410449674409","0.5772318300237083"
"143","0.5522791142333295","0.5261429051615177","0.5772318300237083"
"144","0.549200504248893","0.5261766713863121","0.5772318300237083"
"145","0.5521181827823114","0.5261703327693175","0.5772318300237083"
"146","0.5494155828158215","0.5262034423644623","0.5772318300237083"
"147","0.5497852724916412","0.5262670437289726","0.5772318300237083"
"148","0.5466944559769376","0.5259503235556244","0.5772318300237083"
"149","0.5543748413096719","0.5254693528113001","0.5772318300237083"
"150","0.5512220724476935","0.5255676493186512","0.5772318300237083"
"151","0.5487459039554148","0.5256266353205515","0.5772318300237083"
"152","0.5455328402874934","0.5250236146006027","0.5772318300237083"
"153","0.5538278088523751","0.5250632632686977","0.5772318300237083"
"154","0.5530154700873972","0.5250728411238249","0.5772318300237083"
"155","0.5532196404849609","0.525184828495356","0.5772318300237083"
"156","0.5444795877686113","0.524645903950582","0.5772318300237083"
"157","0.5498673365238509","0.5247090191252628","0.5772318300237083"
"158","0.5535675427242891","0.5240302364829852","0.5772318300237083"
"159","0.5536658282257767","0.5240539014221719","0.5772318300237083"
"160","0.5446264913979217","0.5239920413893648","0.5772553917223968"
"161","0.5498611135527378","0.5240437724680533","0.5772553917223968"
"162","0.5476960353157228","0.5237800727385884","0.5772553917223968"
"163","0.5535373557738571","0.5236382671018649","0.5772553917223968"
"164","0.5471042017300395","0.5236224603157162","0.5772553917223968"
"165","0.5507225226054042","0.5236547114719703","0.5772553917223968"
"166","0.5511537051542048","0.5231283295944489","0.5772553917223968"
"167","0.5512923861923603","0.5231703498607051","0.5772553917223968"
"168","0.5493099578753237","0.5232520179439196","0.5773272976318661"
"169","0.554457200135533","0.5233325777140898","0.5773272976318661"
"170","0.5545641074970725","0.5234252548376167","0.5773272976318661"
"171","0.5536101893657286","0.5235036101672004","0.5773272976318661"
"172","0.550066283232486","0.5235221380333547","0.5773752755986259"
"173","0.553956183766213","0.5235794427418793","0.5773752755986259"
"174","0.5533048070297577","0.5236489829590156","0.5773752755986259"
"175","0.5526737168339102","0.5236983015271264","0.5773990814599952"
"176","0.5519539804922073","0.5237022718968892","0.5773990814599952"
"177","0.5514097909678481","0.5236111752038147","0.5774470594267549"
"178","0.5543898109214815","0.5236221342599625","0.5774470594267549"
"179","0.5506565241869861","0.523607637444825","0.5774470594267549"
"180","0.5476847708404742","0.5236494369750887","0.5774470594267549"
"181","0.5528183692890061","0.5237216163116869","0.5774470594267549"
"182","0.5529299501708362","0.5236885700568211","0.5774470594267549"
"183","0.5560349319236153","0.5237962463606155","0.5774470594267549"
"184","0.5544179238559834","0.5239087737461549","0.5774470594267549"
"185","0.5545081881989666","0.5238751730503","0.5774470594267549"
"186","0.5551661241105809","0.5238300768171912","0.5774470594267549"
"187","0.5554001543395393","0.5238748789778948","0.5774470594267549"
"188","0.549251787164174","0.5239132201283773","0.5774470594267549"
"189","0.5555666460152457","0.5237916587668683","0.5774470594267549"
"190","0.5528453163494487","0.5238417448153078","0.5774470594267549"
"191","0.5531760551245709","0.523891255162041","0.5774470594267549"
"192","0.5502874900090786","0.5239575449930779","0.5774470594267549"
"193","0.5558408528964982","0.524005776500585","0.5774470594267549"
"194","0.5557789900820961","0.5239502194505207","0.5774470594267549"
"195","0.555361953204878","0.5239808972056734","0.5774470594267549"
"196","0.5497672197875649","0.5239432581207246","0.5774470594267549"
"197","0.5526201416306323","0.5239904687028207","0.5774470594267549"
"198","0.5574049444744462","0.5240372142775598","0.5774470594267549"
"199","0.5564231440480438","0.5240723461535645","0.5774470594267549"
"200","0.550839903010578","0.5238687112449282","0.5774470594267549"
"201","0.5536999441292092","0.5238712996216858","0.5774470594267549"
"202","0.5536914547789029","0.5239340309391071","0.5774951594748549"
"203","0.5573298619221687","0.524017893028864","0.5774951594748549"
"204","0.5537766638910898","0.5240683662817814","0.5775431374416146"
"205","0.555069735708444","0.5240321729008413","0.5775431374416146"
"206","0.5565023727291071","0.5240553142414395","0.5775431374416146"
"207","0.5558253993050997","0.5240620741208505","0.5775914816523954"
"208","0.5502079792287355","0.5238989678859985","0.5775914816523954"
"209","0.5553705995623004","0.5239434584850193","0.5775914816523954"
"210","0.5563780058518668","0.5234515269206623","0.5775914816523954"
"211","0.5562892668172621","0.5234822187017487","0.5776398258631762"
"212","0.554610617902496","0.5231485754328393","0.5776638758872261"
"213","0.556145795106944","0.5231960389139505","0.5777122200980068"
"214","0.5548601891511566","0.523258402781194","0.5777122200980068"
"215","0.5540983678908613","0.5229564785940727","0.5777122200980068"
"216","0.5473514135589748","0.5229888611390027","0.5777122200980068"
"217","0.5520143649070072","0.5230209967697277","0.5778085422755473"
"218","0.5571159246620265","0.5230780160623331","0.5778085422755473"
"219","0.5569707858186465","0.5231294956906858","0.5778811806730588"
"220","0.5524124224270468","0.5231603878549441","0.5778811806730588"
"221","0.5547528915942372","0.5231959537647802","0.5778811806730588"
"222","0.55579033555981","0.5231866767214051","0.5778811806730588"
"223","0.5568456831054288","0.5232611711715748","0.5778811806730588"
"224","0.5516515667840135","0.5233300909237053","0.5778811806730588"
"225","0.555286115077954","0.5233690872015745","0.5778811806730588"
"226","0.554814717341715","0.5231019053135488","0.5778811806730588"
"227","0.5545490433122303","0.5231512368060591","0.5778811806730588"
"228","0.5523104572335857","0.5231904776832242","0.5778811806730588"
"229","0.5561926938588999","0.5232436906175053","0.5778811806730588"
"230","0.5580857386591282","0.523148840228986","0.5778811806730588"
"231","0.5581138407565314","0.5229601868104643","0.5779295248838396"
"232","0.5544561008765536","0.5230324732390604","0.5779295248838396"
"233","0.557844070091465","0.5230667029383893","0.5779295248838396"
"234","0.5566016598789442","0.5230865581119388","0.5779295248838396"
"235","0.5566958249497864","0.5231201786410653","0.5779295248838396"
"236","0.5480207280291187","0.5230839793526673","0.5779295248838396"
"237","0.5512853091145199","0.5228542928127607","0.5779295248838396"
"238","0.556430839277722","0.5229252582790952","0.5779295248838396"
"239","0.55698950875395","0.5229635727097657","0.5779776249319396"
"240","0.5532617699997542","0.5230286981260098","0.5779776249319396"
"241","0.5559628845197173","0.5231023981658499","0.5779776249319396"
"242","0.5553884178176902","0.5231213887322178","0.5779776249319396"
"243","0.5563912306857368","0.5230191043901119","0.5779776249319396"
"244","0.5517874904103929","0.5230517568628886","0.5779776249319396"
"245","0.5539898418916458","0.5230884857120497","0.5779776249319396"
"246","0.554049216279555","0.5231072277090054","0.5779776249319396"
"247","0.5570673672790939","0.5231611190251667","0.5780015528746494"
"248","0.5557420129217666","0.52317066105714","0.5780015528746494"
"249","0.5579537800747031","0.5228652046457928","0.5780015528746494"
"250","0.5581452780402877","0.5227190974691028","0.5780015528746494"
"251","0.5582270750721758","0.5227476947443106","0.5780015528746494"
"252","0.5565069724199596","0.5228062022100255","0.5780015528746494"
"253","0.5579753684273459","0.5228213260541403","0.5780015528746494"
"254","0.5578185986471471","0.5228747887104246","0.5780015528746494"
"255","0.5579270422410165","0.5229575971289916","0.5780015528746494"
"256","0.551886044706193","0.5229166975062521","0.5780015528746494"
"257","0.5547141290432324","0.5229648857440735","0.5780015528746494"
"258","0.5572672638812124","0.5229916112490832","0.5780015528746494"
"259","0.5539450141338242","0.5230306589831698","0.5780015528746494"
"260","0.5527198537853909","0.5227104450956052","0.5780495308414091"
"261","0.5530297278887644","0.5224218972617075","0.5780495308414091"
"262","0.5537411417435919","0.5224959634676821","0.5780495308414091"
"263","0.5588803591279993","0.5225446449972884","0.5780495308414091"
"264","0.5542528958558881","0.5222727490694361","0.5780495308414091"
"265","0.5576266724442223","0.5223056461123433","0.5780495308414091"
"266","0.5571102670569509","0.5222525954713588","0.5780495308414091"
"267","0.5567637920117108","0.5222811464902835","0.5780495308414091"
"268","0.5519970577058","0.5223217063551159","0.5780495308414091"
"269","0.5538670207392354","0.5221124100565725","0.5780495308414091"
"270","0.5534780602315362","0.5221613620201129","0.5780495308414091"
"271","0.5512764757134309","0.5221899033502216","0.5780495308414091"
"272","0.5458601512286194","0.5222579934911974","0.5780495308414091"
"273","0.5565578318289479","0.5222146112136594","0.5780495308414091"
"274","0.5559261971694317","0.5222622839028456","0.5780495308414091"
"275","0.5561484353181042","0.522254497121691","0.5780495308414091"
"276","0.5539208016006368","0.5222626278463842","0.5780495308414091"
"277","0.5550969071992317","0.521989536126592","0.5780495308414091"
"278","0.5568807492869157","0.5220218993718031","0.5780495308414091"
"279","0.5574869157441715","0.5220230162280769","0.5780495308414091"
"280","0.5518206890148641","0.5220009829822417","0.5780495308414091"
"281","0.5525542213111103","0.5219983833101045","0.5780495308414091"
"282","0.5506481781757021","0.5219804984042126","0.5780495308414091"
"283","0.5588310002866341","0.5216996305561628","0.5780495308414091"
"284","0.5557562420208773","0.5217171621152685","0.5780495308414091"
"285","0.5570348653618347","0.5213901267390169","0.5780495308414091"
"286","0.5559161860855883","0.5214350589853015","0.5780495308414091"
"287","0.5560216809463997","0.5214832096106773","0.5780495308414091"
"288","0.552983538009546","0.5215162659240806","0.5780495308414091"
"289","0.5575642854795229","0.5215713419654895","0.5780495308414091"
"290","0.5550564299617748","0.521458800646618","0.5780739471094801"
"291","0.5556098822488721","0.5212213093924161","0.5780741912721608"
"292","0.5550314170199726","0.5212658005994415","0.5780741912721608"
"293","0.5581521032372456","0.521302705566665","0.5780741912721608"
"294","0.5576437741497413","0.5213429906460748","0.5780741912721608"
"295","0.5573062045865098","0.5212004461958814","0.5780741912721608"
"296","0.5518189014592413","0.5212190129006896","0.5780741912721608"
"297","0.5567066385819613","0.5212555577530196","0.5780741912721608"
"298","0.5590002438455299","0.5212809307738585","0.5780741912721608"
"299","0.5590500883808296","0.5210759355807417","0.5781225354829415"
"300","0.5535909866386393","0.5210516312702821","0.5781225354829415"
"301","0.5524729942406708","0.5210774723715311","0.5781225354829415"
"302","0.5530956591259379","0.5208753489116834","0.5781949297177723"
"303","0.5584653211322339","0.5209229241762697","0.5781949297177723"
"304","0.5512348040534248","0.5209101038864565","0.5781949297177723"
"305","0.5563450865561225","0.5209467062047435","0.5781949297177723"
"306","0.5560200890097727","0.5209268665436441","0.5781949297177723"
"307","0.5564155340675557","0.5209910942083181","0.5781949297177723"
"308","0.5557969103654383","0.5210548804457433","0.5781949297177723"
"309","0.5573677016104114","0.5210522933247361","0.5781949297177723"
"310","0.5576764896760976","0.5210531013081212","0.5781949297177723"
"311","0.5575471170819138","0.5210953068095925","0.5781949297177723"
"312","0.5547304032832499","0.5208999745367292","0.5781949297177723"
"313","0.5591213729496302","0.520736830508404","0.5781949297177723"
"314","0.5592124430570753","0.5207865111315862","0.5781949297177723"
"315","0.558050387510675","0.5208120622984521","0.5781949297177723"
"316","0.5533267405435432","0.5207628292157094","0.5781949297177723"
"317","0.555243718247182","0.5207477823924526","0.5781949297177723"
"318","0.5511828307535659","0.5207933935711058","0.5781949297177723"
"319","0.5510859369379556","0.5205834863918033","0.5781949297177723"
"320","0.5477561694598558","0.5206226883263623","0.5781949297177723"
"321","0.5505852195250891","0.5206182517129618","0.5781949297177723"
"322","0.5506120308672997","0.5206404395120381","0.5781949297177723"
"323","0.5506414624104625","0.5207088636271477","0.5781949297177723"
"324","0.5491019191569946","0.5207438227577451","0.5781949297177723"
"325","0.5498596754329401","0.5207818677246457","0.5781949297177723"
"326","0.5496912112672773","0.520819649852226","0.5781949297177723"
"327","0.5499365897861395","0.5208211474496066","0.5781949297177723"
"328","0.5435838937417927","0.5208683040435861","0.5781949297177723"
"329","0.550593283923201","0.5206290090807857","0.5781949297177723"
"330","0.5517300040835318","0.5206667967359491","0.5781949297177723"
"331","0.5519047505574137","0.5205233981641237","0.5781949297177723"
"332","0.5450724948944345","0.5205323071989739","0.5781949297177723"
"333","0.5501166241416802","0.5205764676255585","0.5781949297177723"
"334","0.5508425106594532","0.5203931256390063","0.5781949297177723"
"335","0.5511315415701444","0.5204151143333214","0.5781949297177723"
"336","0.5487757685501469","0.5204592107604376","0.5781949297177723"
"337","0.54992061506632","0.5204744943085678","0.5781949297177723"
"338","0.5504952957169926","0.5205180671142055","0.5781949297177723"
"339","0.5503979616405873","0.520476528057636","0.5781949297177723"
"340","0.5497860742196224","0.5205261586333706","0.5781949297177723"
"341","0.550018616215801","0.5205473137086223","0.5781949297177723"
"342","0.5500770294423389","0.5205746177116736","0.5781949297177723"
"343","0.5499113196391203","0.5205924116126228","0.5781949297177723"
"344","0.5454055641788502","0.5206225153787208","0.5781949297177723"
"345","0.5519245537462174","0.5205967374625292","0.578242907684532"
"346","0.552767908834325","0.5206389415267264","0.578242907684532"
"347","0.552258961793749","0.5206132234512484","0.578242907684532"
"348","0.5491664617185511","0.5206121515428799","0.578242907684532"
"349","0.5518987544803462","0.5204766921863736","0.578242907684532"
"350","0.5520464374628282","0.5205157010571562","0.578242907684532"
"351","0.5519543287920256","0.520542394675347","0.578242907684532"
"352","0.5484155522899707","0.520611157410915","0.578242907684532"
"353","0.5507364924777904","0.5206373470015603","0.578242907684532"
"354","0.5511947154613572","0.5206573864996195","0.578242907684532"
"355","0.5519790257900372","0.5206952988874114","0.578242907684532"
"356","0.5510087543598425","0.5207359672522962","0.578242907684532"
"357","0.551564876785784","0.5204661575443899","0.578242907684532"
"358","0.5515178160985257","0.5204864339240688","0.578242907684532"
"359","0.5514200992128606","0.5205095452401536","0.578242907684532"
"360","0.5477678393978719","0.5204557002443669","0.578242907684532"
"361","0.5526279346687811","0.5204905566108494","0.578242907684532"
"362","0.5524366265146445","0.5205075844890455","0.578242907684532"
"363","0.5520878380510805","0.5205216242113634","0.578242907684532"
"364","0.5511479514304731","0.5205413753680991","0.578242907684532"
"365","0.5525397059123864","0.5205698091834973","0.578242907684532"
"366","0.5526241885230644","0.5206038392153907","0.578242907684532"
"367","0.5524896150309939","0.5205187919807209","0.578242907684532"
"368","0.5478582554554992","0.5205094606673851","0.578242907684532"
"369","0.5514667161359386","0.5205664600550964","0.578242907684532"
"370","0.551862759779841","0.5205943619627633","0.578242907684532"
"371","0.5518686674458622","0.5206106492091177","0.578242907684532"
"372","0.5477748260165155","0.5205011291148418","0.578242907684532"
"373","0.5518696782880512","0.5205289938108053","0.578242907684532"
"374","0.552021390841803","0.5203548516776347","0.578242907684532"
"375","0.5518681129538993","0.5203575757002863","0.578242907684532"
"376","0.5482338268064499","0.5203912061525567","0.578242907684532"
"377","0.553598053840789","0.5202247944760635","0.578242907684532"
"378","0.5536905645055661","0.5202081844642695","0.578242907684532"
"379","0.5537208498506142","0.5202476003833381","0.578242907684532"
"380","0.5496091318284113","0.5202700467498891","0.578242907684532"
"381","0.5517497420076947","0.5202672820693125","0.578242907684532"
"382","0.5532716375214177","0.5202811931287004","0.578242907684532"
"383","0.5536400289324307","0.5203006739330281","0.5783151798380225"
"384","0.5457282940695567","0.5202094668311352","0.5783151798380225"
"385","0.5492996274760998","0.5200773459601532","0.5783151798380225"
"386","0.5526292942941998","0.5199184560168423","0.5783151798380225"
"387","0.5530035279256102","0.519974168908179","0.5783151798380225"
"388","0.5497506333514901","0.5199969097296939","0.5783151798380225"
"389","0.552578331119798","0.5199868065514046","0.5783151798380225"
"390","0.5526930729234768","0.5198243371920921","0.5783151798380225"
"391","0.553648530333028","0.5197360285446281","0.5783151798380225"
"392","0.54985599183254","0.5196536054282247","0.5783151798380225"
"393","0.5546403534173415","0.5304312157104035","0.5783151798380225"
"394","0.5565518873072326","0.5308912847906848","0.5783151798380225"
"395","0.5567922299512282","0.5311067528072604","0.5783151798380225"
"396","0.5507106945328136","0.5306651047767799","0.5783151798380225"
"397","0.5551563363471147","0.5307201822430249","0.5783151798380225"
"398","0.5560060665071873","0.5307009178075168","0.5783151798380225"
"399","0.5561002807711592","0.5303674434702353","0.5783151798380225"
"400","0.5514228132108097","0.5301926400463276","0.5783151798380225"
"401","0.5562031238400499","0.530769340329408","0.5783154240007031"
"402","0.5564010547954515","0.5308047075078867","0.5783154240007031"
"403","0.5564000169647848","0.5311398246423628","0.5783154240007031"
"404","0.5531672705446707","0.5314437583473117","0.5783154240007031"
"405","0.5555561594693833","0.5318580358266561","0.5783154240007031"
"406","0.5557970247415","0.5322362891773619","0.5783154240007031"
"407","0.5557998746354029","0.5319916594028269","0.5783154240007031"
"408","0.5525292780353694","0.5320102548325898","0.5783154240007031"
"409","0.5558569128035364","0.5322609144944169","0.5783154240007031"
"410","0.5581638646764676","0.5324179945725349","0.5783154240007031"
"411","0.5579743725740496","0.5324907889628702","0.5783154240007031"
"412","0.5544736941480003","0.532384584511313","0.5783154240007031"
"413","0.5572386369915934","0.5321506093079696","0.5783154240007031"
"414","0.5575341820587701","0.5324878058462471","0.5783630357234418"
"415","0.5573046916684943","0.5325496397990053","0.5783630357234418"
"416","0.5558873874170268","0.5325157434986691","0.5783630357234418"
"417","0.5566200965887639","0.5326031289303907","0.5783630357234418"
"418","0.5570756566921773","0.5327725404882764","0.5783630357234418"
"419","0.5570171589393247","0.5329044819315546","0.5783630357234418"
"420","0.556004144318943","0.5328376368985506","0.5783630357234418"
"421","0.5560853538639421","0.53264099720151","0.5783630357234418"
"422","0.5562960327557087","0.5325055842822339","0.5783630357234418"
"423","0.5563130709218299","0.532276444649541","0.5783630357234418"
"424","0.5492477577951781","0.5322065523377891","0.5783630357234418"
"425","0.5539702642409918","0.5320436660538184","0.5783630357234418"
"426","0.5578933641916525","0.5319584703128558","0.5783630357234418"
"427","0.557974633939101","0.5319234103844163","0.5783630357234418"
"428","0.5555049610903403","0.5318902505027715","0.5783630357234418"
"429","0.5564665981655528","0.5317924332711355","0.5783630357234418"
"430","0.5562392249266529","0.5316556863592179","0.5783630357234418"
"431","0.5561661015061141","0.531566511135039","0.5783630357234418"
"432","0.5501993713115247","0.5317084655735852","0.5783630357234418"
"433","0.5548304131482296","0.5315816028303337","0.5783630357234418"
"434","0.5556558795470142","0.5317177950501331","0.5783630357234418"
"435","0.5553576683377879","0.5317708518216132","0.5783630357234418"
"436","0.5533966057717637","0.5317837894315243","0.5783630357234418"
"437","0.5562661640978513","0.5319086712205718","0.5783630357234418"
"438","0.5560506398948946","0.5318815287158617","0.5783630357234418"
"439","0.5561787871525604","0.5318917053054107","0.5783630357234418"
"440","0.5546807875817705","0.532043653203151","0.5783630357234418"
"441","0.555023144647293","0.5318932365842921","0.5783630357234418"
"442","0.5549567147468506","0.5317648653792506","0.5783630357234418"
"443","0.5589192453249339","0.5317934847630279","0.5783630357234418"
"444","0.5533205699316499","0.5319039609711158","0.5783630357234418"
"445","0.5587243671651182","0.5319619975752282","0.5783630357234418"
"446","0.5589051768582914","0.5320502584461975","0.5783630357234418"
"447","0.5589333108897888","0.5320727099676972","0.5783630357234418"
"448","0.5569312605647484","0.5321411696030984","0.5783630357234418"
"449","0.5578214234895313","0.5321306434596696","0.5783630357234418"
"450","0.5579924355039529","0.5320598208771554","0.5783630357234418"
"451","0.5580795653507657","0.5320058603352124","0.5783630357234418"
"452","0.5486723307645538","0.5305137671127519","0.5783630357234418"
